#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-06T11:26:00 [V7.5.1]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-06T11:26:00	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.all=2&-order=I&-source=B/vsx/vsx&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.1	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable
#RESOURCE=yCat_102027
#Name: B/vsx
#Title: AAVSO International Variable Star Index VSX (Watson+, 2006-)
#INFO	ivoid=ivo://cds.vizier/b/vsx	    IVOID of underlying data collection
#INFO	creator=Watson C.	    First author or institution
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/B/vsx	    Dataset landing page
#INFO	publication_date=2025-08-25	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	B_vsx_vsx:
#Name: B/vsx/vsx
#Title: Variable Star indeX, Version 2025-08-24
#Column	OID	(I8)	Internal identifier, can be used to link out to the VSX database (1)	[ucd=meta.id]
#Column	n_OID	(A1)	VizieR added column, not part of original data	[ucd=meta.ref.url]
#Column	Name	(a30)	Variable star identifier	[ucd=meta.id;meta.main]
#Column	V	(I1)	Variability flag (2) (VarFlag)	[ucd=meta.note]
#Column	Type	(a30)	? Variability type, ariability type, as in GCVS catalog Variability type (see details of VSX type list)	[ucd=meta.id]
#Column	l_max	(A1)	? Limit flag on max (LimitFlagOnMax)	[ucd=meta.code.error]
#Column	max	(F7.3)	[-6.0/25.2]? Magnitude at maximum, or amplitude (MagMax)	[ucd=phot.mag]
#Column	u_max	(A1)	? Uncertainty flag on max (MaxUncertaintyFlag)	[ucd=meta.code.error]
#Column	n_max	(a7)	? Passband on max magnitude (4) (MaxPassband)	[ucd=meta.note]
#Column	f_min	(A1)	? Flag to indicate an amplitude (MinIsAmplitude)	[ucd=meta.code]
#Column	l_min	(A1)	? Limit flag on min (LimitFlagOnMin)	[ucd=meta.code.error]
#Column	min	(F7.3)	[-0.02/28.0]? Magnitude at minimum, or amplitude (MagMin)	[ucd=phot.mag]
#Column	u_min	(A1)	? Uncertainty flag on min (MinUncertaintyFlag)	[ucd=meta.code.error]
#Column	n_min	(a8)	? Passband on min magnitude (MinPassband)	[ucd=meta.note]
#Column	Epoch	(F14.5)	? Epoch of maximum or minimum (HJD)	[ucd=time.epoch]
#Column	u_Epoch	(A1)	? Uncertainty flag on epoch (EpochUncertaintyFlag)	[ucd=meta.code.error;time.epoch]
#Column	l_Period	(A1)	? Limit flag on period (3) (LimitFlagOnPeriod)	[ucd=meta.code.error;time.period]
#Column	Period	(F19.12)	[0.0/27400.0]? Period of the variable in days	[ucd=time.period]
#Column	u_Period	(A1)	? Uncertainty flag on Period (3) (PeriodUncertaintyFlag)	[ucd=meta.code.error;time.period]
#Column	Sp	(a29)	? Spectral type (SpectralType)	[ucd=src.spType]
#Column	RAJ2000	(F9.5)	[0.0/360.0] Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	[-89.93/89.91] Declination (J2000)	[ucd=pos.eq.dec;meta.main]
OID|n_OID|Name|V|Type|l_max|max|u_max|n_max|f_min|l_min|min|u_min|n_min|Epoch|u_Epoch|l_Period|Period|u_Period|Sp|RAJ2000|DEJ2000
   26477|B|BC Psc                        |0|RS                            | |  4.610| |V      |Y| |  0.080| |V       |              | | |    72.930000000000| |K0III-IV                     |001.33392|-05.70761
  629656|B|WISE J000520.8+623242         |0|CEP                           | |  9.909| |W1     |Y| |  0.105| |W1      |              | | |     2.558575000000| |                             |001.33675|+62.54524
10848577| |CGCS 6003                     |0|ORG:                          | |  8.220| |V      |Y| |  0.005| |TESS    |              | | |                   | |C-H1.5 C2 1.5 CH3.5          |001.34254|+08.78781
 2545202| |Gaia DR3 2873887382259918208  |0|SR|M                          | |  8.590| |G      | | |  8.840| |G       |              | | |    44.040000000000| |M                            |001.34689|+31.83478
   53452|B|NSV 15017                     |0|BY                            | |  8.530| |V      | | |  8.570| |V       |              | | |                   | |M2V                          |001.35179|-37.35736
   26298|B|BH Phe                        |0|SRB:                          | |  7.310| |Hp     | | |  7.630| |Hp      |              | | |                   | |M3III                        |001.36675|-42.88739
  305042|B|HIP 458                       |0|VAR                           | |  6.970| |V      |Y| |  0.008| |V       |              | | |     0.087380000000| |K5                           |001.36770|-07.66540
  170923|B|UNSW-V 330                    |0|LPV                           | |  9.520| |I      |Y| |  0.093| |I       |              | | |    82.065030000000| |                             |001.37417|-57.75728
   38645|B|NSV 21                        |1|                              | |  7.000| |V      | | |  8.000| |V       |              | | |                   | |G9III                        |001.37458|+50.52081
 2545463| |Gaia DR3 420306465956641664   |0|ACV|roAm|roAp|SXARI           | |  9.620| |G      | | |  9.800| |G       |              | | |                   | |B                            |001.38469|+54.50059
 2545571| |Gaia DR3 420447272170789760   |0|ACV|roAm|roAp|SXARI           | |  9.370| |G      | | |  9.410| |G       |              | | |                   | |B                            |001.39956|+55.26966
   53454|B|NSV 15019                     |1|                              | |  8.340| |Hp     | | |  8.440| |Hp      |              | | |                   | |B1.5IV                       |001.40375|+43.40139
  629496|B|WISE J000544.5+591516         |0|EA                            | |  9.637| |W1     |Y| |  0.375| |W1      |              | | |     4.063704000000| |                             |001.43565|+59.25462
  170925|B|UNSW-V 319                    |0|LPV                           | |  9.190| |I      |Y| |  0.018| |I       |              | | |    43.250170000000| |                             |001.44958|-59.13092
 2545989| |Gaia DR3 420998849050618240   |0|ROT                           | |  8.760| |G      | | |  8.800| |G       |              | | |                   | |K                            |001.46007|+56.50022
 2546064| |Gaia DR3 420813267803671552   |0|ACV|roAm|roAp|SXARI           | |  9.280| |G      | | |  9.310| |G       |              | | |                   | |F                            |001.47087|+55.42217
   38648|B|NSV 24                        |1|                              | |  6.500| |V      | | |  9.000| |V       |              | | |                   | |G0                           |001.47850|-14.43278
  410515|B|ASAS J000557-3019.7           |0|MISC                          | |  8.187| |Ic     |Y| |  0.053| |Ic      | 2452816.00000| | |   120.900000000000| |                             |001.48667|-30.32709
   26299|B|BI Phe                        |0|SRB:                          | |  9.560| |Hp     | | |  9.840| |Hp      | 2451996.80000| | |    41.600000000000| |M1/M2                        |001.50017|-48.67875
   73380|B|ASAS J000603+2545.8           |0|MISC                          | |  9.904| |V      |Y| |  0.312| |V       |              | | |    47.593280000000| |M4                           |001.51292|+25.76378
   38649|B|NSV 25                        |1|VAR:                          | |  7.350| |V      | | |  7.480| |V       |              | | |                   | |O8fpe                        |001.51412|+63.67967
   34032|B|SW Scl                        |0|SRC                           | |  7.300| |V      | | |  9.320| |V       | 2440037.00000| | |   143.600000000000| |M1Ib-IIe-M4IIIe              |001.55917|-32.81636
    8657|B|OR Cep                        |0|M                             | |  8.300| |V      | | | 12.300| |V       | 2443766.40000| | |   355.320000000000| |C                            |001.55936|+70.06728
    6971|B|V0640 Cas                     |0|R                             | |  5.966| |V      | | |  5.981| |V       | 2448626.00000| | |    47.760000000000| |G4V+K0V+M2V                  |001.56588|+58.43672
  305043|B|HIP 519                       |0|VAR                           | |  7.920| |V      |Y| |  0.074| |V       |              | | |     0.676090000000| |F3IV                         |001.57020|-64.24050
    9176|B|CE Cet                        |0|SRB                           | |  7.540| |Hp     | | |  7.670| |Hp      |              | | |                   | |M                            |001.57058|-10.77847
  623648|B|HIP 526                       |0|PULS                          | |  7.965| |V      |Y| |  0.019| |w       | 2457219.67560| | |     0.107000000000| |A6 V                         |001.58410|+60.45712
  249893|B|HD 154                        |0|GDOR                          | |  8.700| |V      |Y| |  0.045| |CR      | 2454335.79000| | |     0.209770000000| |A9mF2                        |001.60125|+34.60692
   53456|B|NSV 15021                     |1|                              | |  5.540| |V      | | |  5.590| |V       |              | | |                   | |B9IIIe                       |001.61083|+64.19639
  226955|B|NSVS 6318847                  |0|EA                            | |  9.840| |CR     |Y| |  0.052| |CR      | 2453319.74500| | |     0.897843000000| |                             |001.62138|+35.87844
   25149|B|TT Peg                        |0|SRA                           | |  9.300| |V      | | | 11.200| |V       | 2437178.00000| | |   154.000000000000| |M6e                          |001.62196|+27.09011
   34059|B|XY Scl                        |0|SRB                           | |  8.370| |V      | | |  9.440| |V       | 2454376.00000| | |    70.570000000000| |M6III                        |001.64929|-32.59311
   34060|B|XZ Scl                        |0|SRB                           | |  9.010| |V      | | |  9.700| |V       | 2452032.60000| | |    55.000000000000|:|M5III                        |001.64967|-37.77686
  135958|B|V0439 And                     |0|BY                            | |  6.130| |V      |Y| |  0.040| |V       |              | | |     6.230000000000| |K0Ve                         |001.65325|+29.02150
   38656|B|NSV 32                        |2|                              | |  9.800| |pg     | | |       | |        |              | | |                   | |F0                           |001.65392|+32.30061
  129383|B|V1297 Cas                     |0|EW                            | |  9.330| |R1     | | |  9.640| |R1      | 2451483.57600| | |     0.272491000000| |K0                           |001.65575|+55.45603
   38658|B|NSV 34                        |2|                              | | 10.000| |pg     | | |       | |        |              | | |                   | |K:                           |001.66042|+43.44608
 2547690| |Gaia DR3 429302051629352960   |0|BE|GCAS|SDOR|WR               | |  9.590| |G      | | |  9.660| |G       |              | | |                   | |B                            |001.70127|+60.60024
 2547736| |Gaia DR3 429979728750559488   |0|ACV|roAm|roAp|SXARI           | |  9.910| |G      | | |  9.950| |G       |              | | |                   | |B                            |001.70747|+62.37266
 2547902| |Gaia DR3 528386397384719488   |0|ACV|roAm|roAp|SXARI           | |  8.710| |G      | | |  8.770| |G       |              | | |                   | |A                            |001.73042|+66.42834
   73392|B|ASAS J000659-0846.7           |0|MISC                          | |  9.590| |V      |Y| |  0.200| |V       | 2451989.20000| | |    43.100000000000| |                             |001.74775|-08.77733
 2548016| |Gaia DR3 395659813313524736   |0|E                             | |  9.550| |G      | | |  9.640| |G       |              | | |     3.083660000000| |F                            |001.74791|+51.99811
  251807|B|V1026 Cas                     |0|DSCTC                         | |  8.730| |V      |Y| |  0.060| |V       |              | | |     0.160018000000| |A5                           |001.75771|+64.73472
  167265|B|V0421 Peg                     |0|EA                            | |  8.270| |V      | | |  8.730| |V       | 2454759.62000| | |     3.087565800000| |F2III/IV                     |001.75833|+22.84444
   53458|B|NSV 15023                     |1|                              | |  8.280| |Hp     | | |  8.360| |Hp      |              | | |                   | |M1                           |001.76042|+05.28806
 2548121| |Gaia DR3 2860981933248930944  |0|DSCT|GDOR|SXPHE               | |  8.700| |G      | | |  8.770| |G       |              | | |     0.062949200000| |A                            |001.76251|+29.63282
  623820|B|HD 231                        |0|VAR                           | |  7.436| |V      |Y| |  0.012| |w       | 2457325.48420| | |     0.518500000000| |A5                           |001.76733|+06.87561
  629536|B|WISE J000705.5+615734         |0|ACEP|CEP                      | |  9.722| |W1     |Y| |  0.098| |W1      |              | | |     1.499913400000| |                             |001.77320|+61.95963
   38662|B|NSV 38                        |1|CST                           | |  9.320| |V      | | |       | |        |              | | |                   | |M2                           |001.78917|+59.78708
     341|B|V0341 And                     |0|LB                            | |  8.630| |Hp     | | |  8.940| |Hp      |              | | |                   | |M5                           |001.79242|+34.85381
 2548638| |Gaia DR3 384160021192988800   |0|DSCT|GDOR|SXPHE               | |  9.880| |G      | | |  9.910| |G       |              | | |                   | |F                            |001.84152|+41.92011
  305044|B|HIP 605                       |0|VAR                           | |  7.480| |V      |Y| |  0.014| |V       |              | | |     1.246730000000| |K5III                        |001.84190|-56.83690
  170929|B|UNSW-V 331                    |0|PULS                          | |  9.120| |I      |Y| |  0.006| |I       | 2453577.41000| | |     0.502390000000| |                             |001.84333|-57.17197
 2548665| |Gaia DR3 420277878655975808   |0|VAR                           | |  9.590| |G      | | |  9.600| |G       |              | | |     0.014805400000| |A                            |001.84688|+54.01215
  280832|B|ASAS J000724-4233.4           |0|ROT                           | |  9.482| |V      |Y| |  0.061| |V       |              | | |     0.839100000000| |F5/F6V                       |001.85021|-42.56014
 2548723| |Gaia DR3 2860154447669476864  |0|ACV|roAm|roAp|SXARI           | |  9.530| |G      | | |  9.580| |G       |              | | |                   | |A                            |001.85336|+28.71092
   16462|B|BZ Hyi                        |2|CST                           | |  8.400| |V      | | |       | |        |              | | |                   | |G8III                        |001.85792|-77.49419
 2548868| |Gaia DR3 2877537451627438592  |0|ACV|roAm|roAp|SXARI           | |  9.950| |G      | | |  9.990| |G       |              | | |                   | |A                            |001.87288|+36.67594
 2548959| |Gaia DR3 395891982068588160   |0|DSCT|GDOR|SXPHE               | |  9.060| |G      | | |  9.110| |G       |              | | |     5.088200000000| |B                            |001.88620|+52.65884
   38668|B|NSV 44                        |2|                              | |  8.700| |V      | | |       | |        |              | | |                   | |G0                           |001.89867|-04.54753
   53461|B|NSV 15026                     |0|LB:                           | |  7.530| |Hp     | | |  7.620| |Hp      |              | | |                   | |M1III                        |001.90240|-62.31510
   53460|B|V1006 Cas                     |0|GDOR                          | |  8.370| |V      |Y| |  0.130| |V       | 2400009.08730| | |     0.900082000000| |F0                           |001.90625|+53.52667
   26300|B|BK Phe                        |0|LB:                           | |  9.170| |Hp     | | |  9.300| |Hp      |              | | |                   | |M2III:                       |001.92079|-56.24956
 2549271| |Gaia DR3 395998840852929792   |0|DSCT|GDOR|SXPHE               | |  8.430| |G      | | |  8.470| |G       |              | | |     0.134517000000| |A                            |001.93212|+53.10572
   53462|B|NSV 15027                     |0|ACV                           | |  6.430| |V      |Y| |  0.030| |V       | 2454156.42000| | |     0.758400000000| |B9,Si                        |001.93375|-02.54861
 2549368| |Gaia DR3 422540639230737024   |0|ACV|roAm|roAp|SXARI           | |  9.660| |G      | | |  9.700| |G       |              | | |                   | |B                            |001.94519|+57.38290
   38671|B|NSV 47                        |2|                              | |  9.400| |V      | | |       | |        |              | | |                   | |K0                           |001.98267|+25.96292
 2549643| |Gaia DR3 420056052189227264   |0|ACV|roAm|roAp|SXARI           | |  9.510| |G      | | |  9.560| |G       |              | | |                   | |B                            |001.99075|+53.66093
 2549662| |Gaia DR3 2417571983510423808  |0|ROT                           | |  9.420| |G      | | |  9.460| |G       |              | | |                   | |G                            |001.99422|-14.22604
 2549752| |Gaia DR3 386303033778243968   |0|ACV|roAm|roAp|SXARI           | |  9.050| |G      | | |  9.110| |G       |              | | |                   | |F                            |002.00531|+44.57421
   26465|B|AP Psc                        |0|ELL/RS                        | |  6.040| |V      | | |  6.350| |V       | 2444176.50000| | |    96.437100000000| |K4/5III+F:                   |002.05042|-02.44772
 2550064| |Gaia DR3 422353172499122304   |0|DSCT|GDOR|SXPHE               | |  9.890| |G      | | |  9.920| |G       |              | | |     0.595770000000| |B                            |002.05364|+57.38941
 2550174| |Gaia DR3 2875943297205711744  |0|DSCT|GDOR|SXPHE               | |  8.730| |G      | | |  8.760| |G       |              | | |     0.067731100000| |A                            |002.07063|+34.49525
 2550285| |Gaia DR3 420090446288143744   |0|VAR                           | |  9.780| |G      | | |  9.790| |G       |              | | |     0.014754900000| |K                            |002.08627|+53.97445
     439|B|alf And                       |0|ACV                           | |  2.070| |V      |Y| |  0.010| |TESS    | 2459880.52000| | |     2.382000000000| |B8IVpHgMn                    |002.09692|+29.09044
   53466|B|NSV 15031                     |1|                              | |  7.690| |Hp     | | |  7.750| |Hp      |              | | |                   | |G2V                          |002.10708|+06.61694
   53467|B|NSV 15032                     |1|                              | |  9.500| |V      | | |       | |        |              | | |                   | |F8/GIII/IV+F                 |002.11292|-30.06861
   34061|B|YY Scl                        |0|LB                            | |  8.690| |V      | | |  8.910| |V       | 2452003.60000| | |    41.900000000000| |M6III                        |002.12142|-25.97825
 2550527| |Gaia DR3 386431165541010432   |0|DSCT|GDOR|SXPHE               | |  9.840| |G      | | |  9.880| |G       |              | | |     2.048980000000| |B                            |002.12377|+45.08388
  305045|B|HIP 690                       |0|VAR                           | |  9.260| |V      |Y| |  0.014| |V       |              | | |    19.489380000000| |G3/G5IV/V                    |002.12420|-66.51420
 2550589| |Gaia DR3 2753802467484742912  |0|DSCT|GDOR|SXPHE               | |  8.830| |G      | | |  8.860| |G       |              | | |                   | |F                            |002.13132|+11.17154
 2550610| |Gaia DR3 2740860528432263808  |0|ROT                           | |  9.710| |G      | | |  9.760| |G       |              | | |                   | |G                            |002.13449|+04.06495
    9177|B|CF Cet                        |0|SRB                           | |  6.110| |Hp     | | |  6.270| |Hp      |              | | |                   | |M0/M1IIICNp                  |002.13958|-17.57817
   34014|B|V Scl                         |0|M                             | |  8.700| |V      | | | 15.100| |V       | 2440378.00000| | |   296.100000000000| |M4e-M6e                      |002.15558|-39.21806
